id_registro,data,id_maquina,id_produto,turno,producao_ton,meta_ton,tempo_operacao_h,paradas_h,consumo_energia_mwh,umidade_pct,refugo_ton
294,2025-05-03,6,4,Turno C,820.8,1045.0,18.1,5.9,835.1,9.1,18.71
295,2025-05-03,7,6,Turno A,719.5,741.0,21.9,2.1,649.4,6.9,7.21
296,2025-05-03,8,7,Turno B,393.9,494.0,19.3,4.7,360.9,7.6,9.88
297,2025-05-03,9,5,Turno C,515.2,608.0,20.4,3.6,434.2,9.5,11.84
298,2025-05-04,1,1,Turno B,3679.5,3990.0,20.7,3.3,2078.0,9.4,77.48
299,2025-05-04,2,2,Turno C,1225.3,1425.0,20.2,3.8,889.1,8.8,25.72
300,2025-05-04,3,3,Turno A,731.4,855.0,19.9,4.1,535.5,6.7,5.93
301,2025-05-04,4,4,Turno B,878.7,1168.5,17.7,6.3,846.0,7.5,25.06
302,2025-05-04,5,6,Turno C,1131.8,1197.0,22.4,1.6,1064.5,8.2,9.2
303,2025-05-04,6,4,Turno A,868.3,1045.0,19.2,4.8,695.2,9.3,7.69
304,2025-05-04,7,6,Turno B,682.2,741.0,21.1,2.9,684.1,8.2,17.49
305,2025-05-04,8,7,Turno C,366.3,494.0,16.9,7.1,338.1,8.5,8.85
306,2025-05-04,9,5,Turno A,523.9,608.0,19.9,4.1,491.5,7.4,15.15
307,2025-05-05,1,1,Turno C,3835.9,3990.0,21.7,2.3,2635.3,7.4,26.18
308,2025-05-05,2,2,Turno A,1219.8,1425.0,19.9,4.1,789.0,7.1,24.6
309,2025-05-05,3,3,Turno B,789.5,855.0,21.0,3.0,550.2,9.1,23.2
310,2025-05-05,4,4,Turno C,1008.3,1168.5,20.2,3.8,926.1,7.5,16.8
311,2025-05-05,5,6,Turno A,1049.4,1197.0,20.8,3.2,817.5,7.4,15.33
312,2025-05-05,6,4,Turno B,978.8,1045.0,22.2,1.8,988.2,7.0,12.91
313,2025-05-05,7,6,Turno C,693.4,741.0,22.0,2.0,678.8,8.0,12.39
314,2025-05-05,8,7,Turno A,455.3,494.0,21.7,2.3,344.6,9.3,8.03
315,2025-05-05,9,5,Turno B,604.4,608.0,23.6,0.4,517.3,6.7,10.5
316,2025-05-06,1,1,Turno A,4069.4,3990.0,23.3,0.7,2621.2,8.1,106.53
317,2025-05-06,2,2,Turno B,1365.9,1425.0,21.4,2.6,950.0,8.8,19.33
318,2025-05-06,3,3,Turno C,792.4,855.0,21.3,2.7,466.7,8.2,5.42
319,2025-05-06,4,4,Turno A,1123.8,1168.5,21.7,2.3,937.2,9.5,24.73
320,2025-05-06,5,6,Turno B,1088.0,1197.0,20.2,3.8,944.6,8.9,14.66
321,2025-05-06,6,4,Turno C,1086.1,1045.0,23.5,0.5,879.4,8.0,19.01
322,2025-05-06,7,6,Turno A,614.8,741.0,19.9,4.1,522.5,7.9,10.1
323,2025-05-06,8,7,Turno B,473.5,494.0,22.2,1.8,401.7,8.3,4.29
324,2025-05-06,9,5,Turno C,636.7,608.0,23.7,0.3,534.7,7.5,16.37
325,2025-05-07,1,1,Turno B,3838.6,3990.0,21.9,2.1,2341.4,8.9,54.54
326,2025-05-07,2,2,Turno C,1441.3,1425.0,22.4,1.6,961.0,8.9,33.34
327,2025-05-07,3,3,Turno A,794.7,855.0,22.5,1.5,512.5,9.4,19.53
328,2025-05-07,4,4,Turno B,1161.5,1168.5,22.8,1.2,1122.5,8.3,10.76
329,2025-05-07,5,6,Turno C,1163.0,1197.0,22.2,1.8,1165.7,6.9,25.61
330,2025-05-07,6,4,Turno A,930.9,1045.0,19.8,4.2,728.9,6.6,11.95
331,2025-05-07,7,6,Turno B,661.1,741.0,20.3,3.7,577.2,8.8,18.52
332,2025-05-07,8,7,Turno C,506.7,494.0,23.2,0.8,389.5,6.9,5.16
333,2025-05-07,9,5,Turno A,559.9,608.0,21.0,3.0,508.2,7.4,5.22
334,2025-05-08,1,1,Turno C,3975.7,3990.0,23.4,0.6,2468.3,8.8,91.53
335,2025-05-08,2,2,Turno A,1397.4,1425.0,22.3,1.7,939.1,7.1,15.6
336,2025-05-08,3,3,Turno B,790.6,855.0,22.0,2.0,588.7,7.4,9.67
337,2025-05-08,4,4,Turno C,1055.6,1168.5,20.5,3.5,892.1,7.5,29.92
338,2025-05-08,5,6,Turno A,1161.0,1197.0,22.9,1.1,913.2,8.5,16.83
339,2025-05-08,6,4,Turno B,1100.1,1045.0,23.7,0.3,1140.1,8.9,13.49
340,2025-05-08,7,6,Turno C,680.6,741.0,20.9,3.1,581.2,7.8,7.77
341,2025-05-08,8,7,Turno A,449.2,494.0,21.6,2.4,409.5,9.3,10.06
342,2025-05-08,9,5,Turno B,537.3,608.0,20.2,3.8,497.6,7.2,11.68
343,2025-05-09,1,1,Turno A,3813.3,3990.0,21.8,2.2,2137.3,7.7,87.45
344,2025-05-09,2,2,Turno B,1267.4,1425.0,20.1,3.9,698.4,8.2,35.78
345,2025-05-09,3,3,Turno C,819.6,855.0,21.3,2.7,594.8,7.9,8.18
346,2025-05-09,4,4,Turno A,1172.5,1168.5,23.6,0.4,1106.6,9.2,8.48
347,2025-05-09,5,6,Turno B,1142.5,1197.0,22.0,2.0,1104.7,9.3,31.8
348,2025-05-09,6,4,Turno C,952.9,1045.0,20.4,3.6,764.9,9.3,28.52
349,2025-05-09,7,6,Turno A,681.6,741.0,21.3,2.7,702.7,9.4,19.19
350,2025-05-09,8,7,Turno B,474.1,494.0,23.3,0.7,436.4,6.8,14.02
351,2025-05-09,9,5,Turno C,571.9,608.0,20.8,3.2,522.1,8.0,16.28
352,2025-05-10,1,1,Turno B,3533.0,3990.0,21.1,2.9,2022.7,7.0,58.2
353,2025-05-10,2,2,Turno C,1139.8,1425.0,18.1,5.9,807.2,8.2,27.28
354,2025-05-10,3,3,Turno A,750.5,855.0,19.6,4.4,536.9,8.0,5.38
355,2025-05-10,4,4,Turno B,956.3,1168.5,19.6,4.4,810.1,7.2,11.02
356,2025-05-10,5,6,Turno C,1053.9,1197.0,19.6,4.4,885.9,8.7,5.57
357,2025-05-10,6,4,Turno A,910.5,1045.0,21.0,3.0,715.2,7.4,13.78
358,2025-05-10,7,6,Turno B,684.7,741.0,21.0,3.0,577.4,6.9,19.11
359,2025-05-10,8,7,Turno C,403.8,494.0,19.4,4.6,319.0,7.0,9.57
360,2025-05-10,9,5,Turno A,528.4,608.0,20.0,4.0,470.9,8.1,11.41
361,2025-05-11,1,1,Turno C,3200.9,3990.0,18.1,5.9,2319.5,6.7,51.75
362,2025-05-11,2,2,Turno A,1201.2,1425.0,19.4,4.6,675.5,8.1,21.19
363,2025-05-11,3,3,Turno B,696.0,855.0,19.1,4.9,455.2,6.8,7.05
364,2025-05-11,4,4,Turno C,960.6,1168.5,19.0,5.0,953.5,7.9,17.13
365,2025-05-11,5,6,Turno A,952.0,1197.0,18.5,5.5,944.5,8.7,14.18
366,2025-05-11,6,4,Turno B,990.8,1045.0,21.8,2.2,756.6,7.5,6.53
367,2025-05-11,7,6,Turno C,709.1,741.0,23.1,0.9,730.5,6.6,10.79
368,2025-05-11,8,7,Turno A,482.6,494.0,21.7,2.3,455.5,7.8,14.39
369,2025-05-11,9,5,Turno B,557.3,608.0,20.5,3.5,480.8,8.5,12.01
370,2025-05-12,1,1,Turno A,3824.5,3990.0,21.9,2.1,2369.5,7.0,70.49
371,2025-05-12,2,2,Turno B,1372.4,1425.0,21.8,2.2,815.9,6.5,7.64
372,2025-05-12,3,3,Turno C,784.1,855.0,20.9,3.1,516.6,8.1,20.06
373,2025-05-12,4,4,Turno A,1029.8,1168.5,20.7,3.3,857.5,9.3,23.81
374,2025-05-12,5,6,Turno B,1071.0,1197.0,20.1,3.9,938.0,8.8,29.02
375,2025-05-12,6,4,Turno C,867.4,1045.0,19.7,4.3,676.8,6.6,17.3
376,2025-05-12,7,6,Turno A,692.1,741.0,22.5,1.5,672.8,7.7,7.52
377,2025-05-12,8,7,Turno B,453.5,494.0,20.6,3.4,347.8,8.0,5.55
378,2025-05-12,9,5,Turno C,617.1,608.0,23.0,1.0,521.9,8.3,13.46
379,2025-05-13,1,1,Turno B,3552.3,3990.0,21.0,3.0,2055.5,8.5,37.39
380,2025-05-13,2,2,Turno C,1235.4,1425.0,20.9,3.1,913.8,9.1,34.33
381,2025-05-13,3,3,Turno A,815.8,855.0,22.2,1.8,529.6,9.4,23.28
382,2025-05-13,4,4,Turno B,1161.3,1168.5,22.4,1.6,982.0,7.7,10.14
383,2025-05-13,5,6,Turno C,1122.6,1197.0,21.2,2.8,1001.4,9.0,14.05
384,2025-05-13,6,4,Turno A,1047.3,1045.0,22.6,1.4,1072.9,8.2,30.58
385,2025-05-13,7,6,Turno B,679.3,741.0,22.0,2.0,559.0,7.1,14.38
386,2025-05-13,8,7,Turno C,516.2,494.0,23.4,0.6,401.5,8.7,5.04
387,2025-05-13,9,5,Turno A,554.4,608.0,20.8,3.2,516.1,9.1,5.38
388,2025-05-14,1,1,Turno C,4008.5,3990.0,22.8,1.2,2652.7,7.9,107.17
389,2025-05-14,2,2,Turno A,1349.3,1425.0,21.0,3.0,746.3,9.3,39.2
390,2025-05-14,3,3,Turno B,778.6,855.0,20.2,3.8,502.8,7.2,15.66
391,2025-05-14,4,4,Turno C,1074.9,1168.5,20.5,3.5,984.2,8.8,15.6
392,2025-05-14,5,6,Turno A,1115.8,1197.0,21.9,2.1,924.4,8.0,19.45
393,2025-05-14,6,4,Turno B,946.5,1045.0,20.1,3.9,843.2,9.0,26.37
394,2025-05-14,7,6,Turno C,673.1,741.0,21.2,2.8,618.4,7.2,5.82
395,2025-05-14,8,7,Turno A,460.3,494.0,20.7,3.3,425.2,7.8,4.06
396,2025-05-14,9,5,Turno B,546.2,608.0,21.0,3.0,546.2,8.0,11.67
397,2025-05-15,1,1,Turno A,3788.1,3990.0,22.5,1.5,2705.9,9.4,79.71
398,2025-05-15,2,2,Turno B,1294.3,1425.0,21.7,2.3,917.7,7.0,29.78
399,2025-05-15,3,3,Turno C,831.0,855.0,21.7,2.3,547.2,8.4,5.38
400,2025-05-15,4,4,Turno A,1032.1,1168.5,19.8,4.2,1066.7,8.5,24.88
401,2025-05-15,5,6,Turno B,1139.3,1197.0,21.4,2.6,933.6,8.6,5.96
402,2025-05-15,6,4,Turno C,970.3,1045.0,21.7,2.3,907.6,8.5,19.81
403,2025-05-15,7,6,Turno A,692.3,741.0,21.7,2.3,520.6,8.2,3.67
404,2025-05-15,8,7,Turno B,456.5,494.0,21.8,2.2,476.2,6.6,11.56
405,2025-05-15,9,5,Turno C,605.6,608.0,22.4,1.6,619.5,6.8,4.49
406,2025-05-16,1,1,Turno B,3398.6,3990.0,20.3,3.7,2227.1,8.9,39.71
407,2025-05-16,2,2,Turno C,1296.0,1425.0,21.3,2.7,818.0,8.2,38.56
408,2025-05-16,3,3,Turno A,773.8,855.0,20.6,3.4,556.8,8.5,20.47
409,2025-05-16,4,4,Turno B,1107.2,1168.5,22.8,1.2,956.4,8.2,7.09
410,2025-05-16,5,6,Turno C,989.1,1197.0,19.7,4.3,890.1,7.8,24.34
411,2025-05-16,6,4,Turno A,1025.2,1045.0,22.0,2.0,798.2,8.1,6.22
412,2025-05-16,7,6,Turno B,679.7,741.0,20.5,3.5,690.8,7.9,4.19
413,2025-05-16,8,7,Turno C,443.1,494.0,20.0,4.0,451.9,8.2,2.58
414,2025-05-16,9,5,Turno A,606.0,608.0,23.5,0.5,629.3,8.3,14.43
415,2025-05-17,1,1,Turno C,3375.4,3990.0,20.4,3.6,1966.1,7.2,87.31
416,2025-05-17,2,2,Turno A,1246.0,1425.0,20.6,3.4,873.6,6.9,37.02
417,2025-05-17,3,3,Turno B,798.2,855.0,20.7,3.3,447.6,7.8,20.73
418,2025-05-17,4,4,Turno C,1052.4,1168.5,20.0,4.0,914.5,8.8,6.04
419,2025-05-17,5,6,Turno A,1051.9,1197.0,20.4,3.6,901.2,9.3,16.62
420,2025-05-17,6,4,Turno B,912.8,1045.0,21.0,3.0,854.0,8.9,20.84
421,2025-05-17,7,6,Turno C,568.2,741.0,17.4,6.6,534.2,8.7,7.34
422,2025-05-17,8,7,Turno A,358.8,494.0,17.1,6.9,307.8,7.3,2.98
423,2025-05-17,9,5,Turno B,490.2,608.0,18.6,5.4,427.7,6.6,6.79
424,2025-05-18,1,1,Turno A,3156.5,3990.0,18.6,5.4,1979.3,7.4,46.38
425,2025-05-18,2,2,Turno B,1236.5,1425.0,19.4,4.6,922.0,8.2,11.42
426,2025-05-18,3,3,Turno C,668.4,855.0,18.4,5.6,433.5,6.7,10.61
427,2025-05-18,4,4,Turno A,948.0,1168.5,19.5,4.5,782.6,7.2,19.55
428,2025-05-18,5,6,Turno B,964.7,1197.0,19.3,4.7,811.7,9.3,12.84
429,2025-05-18,6,4,Turno C,942.2,1045.0,21.2,2.8,801.3,8.9,24.96
430,2025-05-18,7,6,Turno A,646.3,741.0,20.5,3.5,668.4,7.1,8.31
431,2025-05-18,8,7,Turno B,482.5,494.0,23.0,1.0,462.5,8.0,9.36
432,2025-05-18,9,5,Turno C,502.1,608.0,18.6,5.4,435.8,6.8,9.59
433,2025-05-19,1,1,Turno B,3824.7,3990.0,22.1,1.9,2625.1,8.2,110.25
434,2025-05-19,2,2,Turno C,1352.8,1425.0,21.6,2.4,862.7,7.4,30.2
435,2025-05-19,3,3,Turno A,873.3,855.0,23.0,1.0,551.8,8.0,18.19
436,2025-05-19,4,4,Turno B,1058.4,1168.5,20.7,3.3,1020.9,8.9,7.25
437,2025-05-19,5,6,Turno C,1224.4,1197.0,23.7,0.3,1065.5,8.0,34.3
438,2025-05-19,6,4,Turno A,1019.9,1045.0,22.5,1.5,1006.9,7.6,27.93
439,2025-05-19,7,6,Turno B,709.0,741.0,21.9,2.1,549.8,8.8,15.2
440,2025-05-19,8,7,Turno C,457.0,494.0,21.1,2.9,348.8,9.5,10.03
441,2025-05-19,9,5,Turno A,572.7,608.0,21.3,2.7,595.4,7.8,3.01
442,2025-05-20,1,1,Turno C,3577.8,3990.0,20.7,3.3,2339.0,8.2,69.34
443,2025-05-20,2,2,Turno A,1310.4,1425.0,21.5,2.5,923.1,8.3,22.95
444,2025-05-20,3,3,Turno B,745.1,855.0,21.1,2.9,425.4,7.7,21.64
445,2025-05-20,4,4,Turno C,1058.3,1168.5,20.2,3.8,838.7,7.4,17.34
446,2025-05-20,5,6,Turno A,1059.7,1197.0,20.5,3.5,946.2,7.8,23.76
447,2025-05-20,6,4,Turno B,929.9,1045.0,21.0,3.0,923.4,6.8,24.39
448,2025-05-20,7,6,Turno C,726.2,741.0,22.3,1.7,580.5,9.5,8.06
449,2025-05-20,8,7,Turno A,421.7,494.0,20.4,3.6,387.1,9.4,4.55
450,2025-05-20,9,5,Turno B,544.2,608.0,21.3,2.7,512.7,7.8,3.12
451,2025-05-21,1,1,Turno A,3718.5,3990.0,22.2,1.8,2485.6,7.7,84.11
452,2025-05-21,2,2,Turno B,1292.4,1425.0,20.5,3.5,919.9,6.7,9.75
453,2025-05-21,3,3,Turno C,833.8,855.0,23.2,0.8,513.0,7.9,9.64
454,2025-05-21,4,4,Turno A,1174.1,1168.5,23.2,0.8,1105.7,8.3,23.81
455,2025-05-21,5,6,Turno B,1125.7,1197.0,22.1,1.9,1129.8,8.4,28.53
456,2025-05-21,6,4,Turno C,999.7,1045.0,22.6,1.4,934.1,6.8,8.35
457,2025-05-21,7,6,Turno A,633.9,741.0,20.2,3.8,510.2,8.6,11.26
458,2025-05-21,8,7,Turno B,441.3,494.0,21.4,2.6,381.8,7.1,9.22
459,2025-05-21,9,5,Turno C,599.1,608.0,22.5,1.5,629.0,8.2,10.33
460,2025-05-22,1,1,Turno B,3431.9,3990.0,20.3,3.7,2197.1,6.7,47.96
461,2025-05-22,2,2,Turno C,1173.6,1425.0,19.7,4.3,836.8,9.4,20.7
462,2025-05-22,3,3,Turno A,815.1,855.0,21.7,2.3,516.1,9.0,14.03
463,2025-05-22,4,4,Turno B,967.2,1168.5,20.0,4.0,946.2,7.4,11.48
464,2025-05-22,5,6,Turno C,1096.8,1197.0,21.9,2.1,973.1,8.7,26.49
465,2025-05-22,6,4,Turno A,954.7,1045.0,21.9,2.1,748.7,8.8,24.42
466,2025-05-22,7,6,Turno B,697.9,741.0,21.2,2.8,532.1,8.7,13.02
467,2025-05-22,8,7,Turno C,487.8,494.0,23.7,0.3,487.3,8.8,6.07
468,2025-05-22,9,5,Turno A,621.2,608.0,23.8,0.2,530.9,9.0,9.92
469,2025-05-23,1,1,Turno C,4194.4,3990.0,23.7,0.3,2505.7,8.9,82.62
470,2025-05-23,2,2,Turno A,1324.6,1425.0,21.1,2.9,896.2,7.0,11.23
471,2025-05-23,3,3,Turno B,737.8,855.0,20.5,3.5,414.5,7.6,8.87
472,2025-05-23,4,4,Turno C,1086.6,1168.5,21.9,2.1,1044.5,7.4,12.7
473,2025-05-23,5,6,Turno A,1251.9,1197.0,23.2,0.8,1194.0,6.8,36.39
474,2025-05-23,6,4,Turno B,1072.7,1045.0,22.9,1.1,1123.9,9.1,8.77
475,2025-05-23,7,6,Turno C,726.1,741.0,23.2,0.8,699.5,9.0,17.45
476,2025-05-23,8,7,Turno A,478.4,494.0,22.4,1.6,441.7,7.3,7.35
477,2025-05-23,9,5,Turno B,572.3,608.0,21.5,2.5,580.3,6.8,10.24
478,2025-05-24,1,1,Turno A,3444.8,3990.0,20.2,3.8,2549.3,7.5,17.44
479,2025-05-24,2,2,Turno B,1357.1,1425.0,21.6,2.4,870.8,8.5,18.94
480,2025-05-24,3,3,Turno C,659.7,855.0,18.3,5.7,419.5,7.1,7.73
481,2025-05-24,4,4,Turno A,1048.0,1168.5,20.6,3.4,964.0,8.0,14.25
482,2025-05-24,5,6,Turno B,958.4,1197.0,19.2,4.8,944.2,7.9,7.77
483,2025-05-24,6,4,Turno C,906.2,1045.0,21.0,3.0,940.1,7.1,20.13
484,2025-05-24,7,6,Turno A,586.0,741.0,18.9,5.1,603.5,7.3,12.52
485,2025-05-24,8,7,Turno B,411.5,494.0,18.6,5.4,329.1,7.7,5.2
486,2025-05-24,9,5,Turno C,528.5,608.0,19.8,4.2,507.9,6.5,8.94
487,2025-05-25,1,1,Turno B,3115.7,3990.0,17.8,6.2,1719.4,8.6,79.23
488,2025-05-25,2,2,Turno C,1276.5,1425.0,21.5,2.5,720.2,7.6,29.7
489,2025-05-25,3,3,Turno A,684.3,855.0,17.9,6.1,395.1,8.8,16.31
490,2025-05-25,4,4,Turno B,966.9,1168.5,19.8,4.2,879.1,6.5,20.55
491,2025-05-25,5,6,Turno C,1060.5,1197.0,20.3,3.7,843.5,7.7,23.51
492,2025-05-25,6,4,Turno A,868.7,1045.0,20.0,4.0,847.6,8.3,12.68
493,2025-05-25,7,6,Turno B,651.2,741.0,21.0,3.0,542.5,6.8,12.27
494,2025-05-25,8,7,Turno C,449.9,494.0,20.6,3.4,430.6,9.0,9.65
495,2025-05-25,9,5,Turno A,504.3,608.0,19.2,4.8,491.4,7.4,3.21
496,2025-05-26,1,1,Turno C,4191.0,3990.0,23.3,0.7,2719.9,6.8,73.3
497,2025-05-26,2,2,Turno A,1364.2,1425.0,22.1,1.9,1017.1,9.5,38.67
498,2025-05-26,3,3,Turno B,771.4,855.0,20.2,3.8,512.0,7.6,17.03
499,2025-05-26,4,4,Turno C,1198.3,1168.5,22.8,1.2,1175.7,6.6,8.01
500,2025-05-26,5,6,Turno A,1027.9,1197.0,20.7,3.3,789.6,8.9,18.16
501,2025-05-26,6,4,Turno B,1004.3,1045.0,22.2,1.8,878.4,8.6,7.09
502,2025-05-26,7,6,Turno C,707.5,741.0,21.9,2.1,589.5,7.4,12.58
503,2025-05-26,8,7,Turno A,450.0,494.0,20.5,3.5,409.9,7.7,9.39
504,2025-05-26,9,5,Turno B,616.4,608.0,23.1,0.9,474.5,8.6,14.33
505,2025-05-27,1,1,Turno A,3826.6,3990.0,23.1,0.9,2170.6,7.8,62.5
506,2025-05-27,2,2,Turno B,1340.7,1425.0,22.2,1.8,936.3,8.7,10.71
507,2025-05-27,3,3,Turno C,849.0,855.0,22.6,1.4,494.8,9.4,15.35
508,2025-05-27,4,4,Turno A,1178.0,1168.5,22.9,1.1,942.5,6.9,28.89
509,2025-05-27,5,6,Turno B,1112.3,1197.0,20.8,3.2,1091.6,6.6,28.01
510,2025-05-27,6,4,Turno C,901.2,1045.0,20.8,3.2,868.5,8.2,6.24
511,2025-05-27,7,6,Turno A,680.6,741.0,21.5,2.5,612.5,8.2,9.66
512,2025-05-27,8,7,Turno B,426.2,494.0,20.7,3.3,393.0,8.7,4.56
513,2025-05-27,9,5,Turno C,547.6,608.0,21.8,2.2,552.5,7.2,9.2
514,2025-05-28,1,1,Turno B,3544.6,3990.0,21.2,2.8,2609.6,9.1,66.72
515,2025-05-28,2,2,Turno C,1472.8,1425.0,23.4,0.6,933.6,7.5,22.69
516,2025-05-28,3,3,Turno A,818.0,855.0,22.6,1.4,462.6,7.6,14.36
517,2025-05-28,4,4,Turno B,1144.7,1168.5,23.4,0.6,1134.7,9.4,33.03
518,2025-05-28,5,6,Turno C,1029.0,1197.0,20.0,4.0,858.9,9.0,13.56
519,2025-05-28,6,4,Turno A,945.8,1045.0,21.9,2.1,766.3,8.2,11.91
520,2025-05-28,7,6,Turno B,709.0,741.0,22.2,1.8,657.6,8.0,17.24
521,2025-05-28,8,7,Turno C,453.0,494.0,20.5,3.5,443.1,7.2,2.34
522,2025-05-28,9,5,Turno A,547.2,608.0,21.4,2.6,467.3,9.0,14.74
523,2025-05-29,1,1,Turno C,3876.2,3990.0,23.6,0.4,2641.5,9.0,89.85
524,2025-05-29,2,2,Turno A,1241.0,1425.0,20.1,3.9,741.7,8.0,8.06
525,2025-05-29,3,3,Turno B,894.1,855.0,23.7,0.3,508.4,9.3,24.53
526,2025-05-29,4,4,Turno C,1120.7,1168.5,21.8,2.2,965.8,9.4,7.98
527,2025-05-29,5,6,Turno A,1003.1,1197.0,20.1,3.9,999.1,6.7,19.26
528,2025-05-29,6,4,Turno B,1009.7,1045.0,21.5,2.5,829.0,7.3,13.0
529,2025-05-29,7,6,Turno C,748.1,741.0,22.9,1.1,726.1,7.5,8.83
530,2025-05-29,8,7,Turno A,414.9,494.0,20.0,4.0,408.3,8.3,3.69
531,2025-05-29,9,5,Turno B,532.9,608.0,20.4,3.6,464.7,8.1,15.52
532,2025-05-30,1,1,Turno A,3476.4,3990.0,20.5,3.5,2096.3,6.9,31.08
533,2025-05-30,2,2,Turno B,1425.1,1425.0,22.5,1.5,982.4,6.6,36.91
534,2025-05-30,3,3,Turno C,747.3,855.0,21.0,3.0,448.1,7.6,13.33
535,2025-05-30,4,4,Turno A,1108.1,1168.5,22.4,1.6,1160.4,6.6,16.74
536,2025-05-30,5,6,Turno B,1138.3,1197.0,21.5,2.5,939.0,7.9,28.57
537,2025-05-30,6,4,Turno C,873.5,1045.0,20.3,3.7,872.7,9.4,7.22
538,2025-05-30,7,6,Turno A,729.0,741.0,23.0,1.0,684.6,8.4,14.26
539,2025-05-30,8,7,Turno B,455.2,494.0,20.7,3.3,344.4,6.7,12.55
540,2025-05-30,9,5,Turno C,545.3,608.0,21.5,2.5,557.0,9.0,7.25
541,2025-05-31,1,1,Turno B,3019.6,3990.0,18.1,5.9,2007.4,9.0,44.92
542,2025-05-31,2,2,Turno C,1110.2,1425.0,18.6,5.4,658.3,7.1,13.32
543,2025-05-31,3,3,Turno A,742.9,855.0,19.9,4.1,445.1,7.4,11.37
544,2025-05-31,4,4,Turno B,930.5,1168.5,18.8,5.2,736.2,7.1,25.23
545,2025-05-31,5,6,Turno C,1080.9,1197.0,20.3,3.7,1068.4,9.5,26.53
546,2025-05-31,6,4,Turno A,877.8,1045.0,19.5,4.5,898.7,8.0,12.91
547,2025-05-31,7,6,Turno B,567.6,741.0,18.2,5.8,578.2,8.8,3.67
548,2025-05-31,8,7,Turno C,476.6,494.0,21.8,2.2,500.4,9.4,3.58
549,2025-05-31,9,5,Turno A,534.6,608.0,19.8,4.2,548.1,6.7,15.99
550,2025-06-01,1,1,Turno C,3497.5,3990.0,19.8,4.2,2171.8,9.0,91.39
551,2025-06-01,2,2,Turno A,1196.7,1425.0,18.9,5.1,825.2,9.2,6.83
552,2025-06-01,3,3,Turno B,814.9,855.0,21.9,2.1,540.0,7.1,24.2
553,2025-06-01,4,4,Turno C,1055.2,1168.5,21.3,2.7,946.7,6.8,11.41
554,2025-06-01,5,6,Turno A,932.5,1197.0,18.9,5.1,956.2,7.1,7.7
555,2025-06-01,6,4,Turno B,1020.5,1045.0,21.9,2.1,864.4,6.6,20.07
556,2025-06-01,7,6,Turno C,735.4,741.0,22.3,1.7,741.4,9.4,10.55
557,2025-06-01,8,7,Turno A,436.0,494.0,21.2,2.8,366.5,6.9,3.9
558,2025-06-01,9,5,Turno B,614.3,608.0,22.4,1.6,580.4,7.0,17.95
559,2025-06-02,1,1,Turno A,4032.2,3990.0,22.5,1.5,2852.4,7.2,79.53
560,2025-06-02,2,2,Turno B,1233.4,1425.0,20.4,3.6,848.2,6.9,28.64
561,2025-06-02,3,3,Turno C,905.6,855.0,23.6,0.4,569.0,9.5,26.38
562,2025-06-02,4,4,Turno A,1009.5,1168.5,19.8,4.2,1036.1,9.4,10.62
563,2025-06-02,5,6,Turno B,1182.4,1197.0,22.0,2.0,936.7,8.7,12.95
564,2025-06-02,6,4,Turno C,1037.0,1045.0,23.7,0.3,1053.2,6.8,23.56
565,2025-06-02,7,6,Turno A,738.7,741.0,22.3,1.7,653.0,7.3,8.3
566,2025-06-02,8,7,Turno B,416.4,494.0,20.0,4.0,325.8,6.5,6.1
567,2025-06-02,9,5,Turno C,621.0,608.0,22.7,1.3,630.5,8.0,8.98
568,2025-06-03,1,1,Turno B,3638.8,3990.0,21.9,2.1,2350.3,9.1,77.41
569,2025-06-03,2,2,Turno C,1341.5,1425.0,22.5,1.5,757.6,9.0,16.6
570,2025-06-03,3,3,Turno A,806.9,855.0,21.0,3.0,455.8,7.0,11.61
571,2025-06-03,4,4,Turno B,1149.2,1168.5,22.7,1.3,1171.5,6.8,22.81
572,2025-06-03,5,6,Turno C,1145.4,1197.0,22.2,1.8,869.7,9.3,10.45
573,2025-06-03,6,4,Turno A,1019.4,1045.0,23.3,0.7,795.5,7.1,9.94
574,2025-06-03,7,6,Turno B,735.7,741.0,22.5,1.5,712.9,7.3,8.86
575,2025-06-03,8,7,Turno C,422.6,494.0,20.6,3.4,389.4,9.0,3.74
576,2025-06-03,9,5,Turno A,551.9,608.0,21.2,2.8,462.7,8.5,11.04
577,2025-06-04,1,1,Turno C,3379.7,3990.0,20.5,3.5,1974.3,7.4,23.82
578,2025-06-04,2,2,Turno A,1398.6,1425.0,23.1,0.9,880.4,8.0,30.11
579,2025-06-04,3,3,Turno B,743.7,855.0,20.1,3.9,436.5,9.2,10.59
580,2025-06-04,4,4,Turno C,1061.8,1168.5,21.5,2.5,944.5,7.2,12.44
581,2025-06-04,5,6,Turno A,1054.5,1197.0,19.9,4.1,1002.0,6.8,14.34
582,2025-06-04,6,4,Turno B,1030.7,1045.0,21.9,2.1,955.4,8.2,26.82
583,2025-06-04,7,6,Turno C,731.4,741.0,23.0,1.0,666.1,9.1,12.34
584,2025-06-04,8,7,Turno A,495.7,494.0,23.3,0.7,383.5,9.2,11.33
585,2025-06-04,9,5,Turno B,591.6,608.0,21.7,2.3,585.8,8.5,12.13
586,2025-06-05,1,1,Turno A,3558.6,3990.0,20.2,3.8,2080.3,9.5,104.28
587,2025-06-05,2,2,Turno B,1366.3,1425.0,23.0,1.0,867.2,9.5,21.7
588,2025-06-05,3,3,Turno C,887.4,855.0,23.7,0.3,636.1,7.3,24.64
